parameter_id,parameter_family,purpose,value,status,unit,scope,evidence_ids,origin_type,adoption_reason,alternatives,uncertainty,sensitivity,calibration,model_version,release_gate,legacy_rule_ids,source_locator,live_default,notes
PAR_NO_WEIGHT_REDISTRIBUTION,design_invariant,선택 결측에 따른 가중치 재분배 금지,"{""redistribute_missing_weight"":false,""used_optional_input_limits_validity"":true}",adopted_design_constraint,not_applicable,공통 설계,HC01;HC08,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending,,canonical_contract.md,null,검증된 별도 축소모델이 있으면 모델 ID·버전을 바꿔 명시적으로 선택한다.
PAR_SUPPORT_EVIDENCE_POLICY,design_invariant,장소 유형을 지원 활동으로 자동 변환하지 않음,"{""support_requires"":[""spot_id"",""activity"",""area_or_route"",""operator_or_authority"",""evidence_ref"",""valid_window"",""mapping_version""],""type_only_support"":false}",adopted_design_constraint,not_applicable,공통 설계,AC03;AC04;AC08;AC09;AC11,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_SUPPORT:pending;G_INPUT_CONTRACT:pending;G_RULE_VERIFICATION:pending,,canonical_contract.md,null,
PAR_TIME_INTERVAL_SEMANTICS,design_invariant,시간 평가 대상과 자료 집계를 구분,"{""interval"":""[start_at,end_at)"",""timezone"":""place_IANA_timezone"",""offset_required"":true,""aggregation_not_inferred_from_validity"":true}",adopted_design_constraint,not_applicable,공통 설계,HC01;AC10,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending,,canonical_contract.md,null,
PAR_AS_OF_KNOWLEDGE_POLICY,design_invariant,과거 계산의 지식 시점과 수정본 보존,"{""fetched_at_lte_as_of"":true,""observations_observed_at_lte_as_of"":true,""known_issued_at_lte_as_of"":true,""missing_issue_time"":null,""history_requires_immutable_manifest"":true}",adopted_design_constraint,not_applicable,공통 설계,,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending,,canonical_contract.md,null,이 조건만으로 과거 재현 충분성을 보증하지 않음. 매핑/메타데이터 이력이 필요.
PAR_VALIDITY_INTERSECTION,design_invariant,실제 사용한 근거 유효창의 교집합만 반환,"{""direct_input_applicability"":""verified_raw_or_recipe_derived_inputs"",""valid_from"":""maximum_direct_input_and_policy_applicable_starts"",""valid_until"":""minimum_direct_input_and_policy_applicable_ends"",""empty_intersection"":""not_evaluable"",""used_optional_included"":true,""raw_sample_validity_intersection_before_aggregation"":false}",adopted_design_constraint,not_applicable,공통 설계,HC01;SW07;AC10,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending,,canonical_contract.md,null,집계값은 승인 recipe가 원시 표본의 집계기간·coverage·대표성을 먼저 검수해 생성한다.합산/평균에쓰인모든원시표본의순간validity를교집합해일집계를불가능하게하는규칙이아님.집계파생값과원시계보를둘다보존.
PAR_ACTUAL_FORECAST_COVERAGE,design_invariant,제공된 예보 대상 창만 사용,"{""source"":""actual_preserved_provider_model_variable_windows"",""synthetic_empty_dates"":false,""replicate_halfday_as_hourly"":false,""default_horizon_days"":null}",adopted_design_constraint,not_applicable,공통 설계,HC01;AC10,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending,,canonical_contract.md,null,조회창31일과 예보제공기간은 무관.
PAR_DATA_QUALITY_COUNTS,design_invariant,품질 상태를 확인항목 개수와 구체 사유로 표시,"{""measures"":[""required_total"",""required_usable"",""optional_total"",""optional_usable""],""confidence_probability"":null,""weighted_quality_score"":null}",adopted_design_constraint,not_applicable,공통 설계,,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending,,canonical_contract.md,null,자료가 모두 있어도 과학 모델 검증 완료를 의미하지 않음.
PAR_THERMAL_DOUBLE_COUNT_POLICY,design_invariant,원시 기온/RH와 파생 열지수의 중복 기본 가중 금지,"{""default_joint_weighting"":false,""candidates"":[""raw_temperature_and_RH"",""verified_thermal_index""],""extra_terms_need_separate_validation"":true}",adopted_design_constraint,not_applicable,공통 설계,HC08;HC01;SW01;SW03,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending,,canonical_contract.md,null,
PAR_PUBLIC_MODEL_ALLOWLIST,design_invariant,오프라인 실험모델 공개 활성화 차단,"{""public_query_cannot_enable_experimental"":true,""registry_required"":true,""fallback_synthetic_or_legacy"":false}",adopted_design_constraint,not_applicable,공통 설계,,설계가정,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,수치 효과 추정 항목이 아니다. 구현과 표시가 아직 검증되지 않은 설계 불변조건이다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,계수 보정 대상 아님; 후속 구현 시 명세·상태 전이 검증 및 범위 승인 필요.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending,,canonical_contract.md,null,문서 예시나 실험모델은 제품 관측자료가 아님.
PAR_HCI_SCOPE,hci_experimental,오프라인 일별 해변 관광 기후 대리지표의 범위,"{""activity_proxy"":""daily_beach_tourism_climate"",""execution"":""offline_only_after_parameter_QA"",""not_outcomes"":[""individual_swim_choice"",""safety_probability"",""cross_activity_preference""]}",experimental_offline,not_applicable,일별 beach climate proxy; 한국 개인 활동·시간대 추천 아님,HC01;HC02;HC03;HC04;HC10;HC11;HC14,연구종합,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,canonical_contract.md,null,원표 전사/열지수 방법 검수 미완료: 현재 실행불가.
PAR_HCI_WEIGHTS,hci_experimental,원HCI:Beach 결합식의 재현 계수,"{""TC"":2,""A"":4,""P"":3,""W"":1,""formula"":""2*TC+4*A+3*P+W""}",experimental_offline,rating_coefficient,원HCI 일별 관광기후지수,HC01,원문직접,HC01 §3–4 Tables2–6의 명세식 확인. 회귀에서 추정한 한국 효용 가중치가 아니다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; Rutty2020 §3–4 Tables2–6,null,표준화 표현20/40/30/10과 계수2/4/3/1을 구분한다. 원표가 미확정이라 이 식만으로 실행하지 않음.
PAR_HCI_INPUT_DEFINITIONS,hci_experimental,원HCI 일별 입력 정의,"{""thermal_inputs"":{""air_temperature"":""daily_maximum_degC"",""relative_humidity"":""daily_mean_percent"",""derived_index"":""Humidex""},""aesthetic"":""cloud_cover_percent"",""precipitation"":""daily_total_mm"",""wind"":""mean_km_per_h"",""output_aggregation"":""daily""}",experimental_offline,not_applicable,원문 일집계 재현 후보,HC01,원문직접,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; Rutty2020 §3–4 Tables2–6,null,"평균의 표본/coverage, 정확한 일 경계, CC 집계 상세는 별도 미정항목. 순간T/RH/풍속을 일집계라고 하지 않음."
PAR_HCI_SCORE_SEMANTICS,hci_experimental,지수 해석의 한계,"{""intended_display_scale"":""index_0_100"",""meaning"":""heuristic_climate_index"",""is_probability"":false,""raw_value_preserved"":true}",experimental_offline,not_applicable,오프라인 HCI만,HC01;HC02,연구종합,자료 의미와 평가 가능 범위를 명시하기 위한 설계 결정이다. 문헌에서 추정한 계수로 주장하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,canonical_contract.md,null,0/100은 만족·참여·안전확률이 아님. clip/rounding 규칙은 별도 unresolved.
PAR_HCI_COMPONENT_TABLE_TRANSCRIPTION,hci_unresolved,원문 Tables3–6 모든 band/rating/endpoint의 실행용 전사,null,unresolved,component_rating,오프라인 HCI 원표 재현 또는 명시된 별도 mixed 후보,HC01,설계가정,근거표는 이 실행 세부값을 검수 완료한 구조로 제공하지 않는다. 정확한 원문/자료 계약 검수 전 수치화하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; model_spec.md §6,null,legacy 표를 자동 승격하지 않음; 전사값 현재 null
PAR_HCI_THERMAL_METHOD,hci_unresolved,원Humidex 계산법·상수·유효 입력범위의 정확한 방법,null,unresolved,Humidex_scale,오프라인 HCI 원표 재현 또는 명시된 별도 mixed 후보,HC01,설계가정,근거표는 이 실행 세부값을 검수 완료한 구조로 제공하지 않는다. 정확한 원문/자료 계약 검수 전 수치화하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; model_spec.md §6,null,legacy Humidex/Magnus 상수는 미검증기존별도행
PAR_HCI_DAY_BOUNDARY,hci_unresolved,원일집계 기준 timezone·날짜 경계·대상시각,null,unresolved,time_window,오프라인 HCI 원표 재현 또는 명시된 별도 mixed 후보,HC01,설계가정,근거표는 이 실행 세부값을 검수 완료한 구조로 제공하지 않는다. 정확한 원문/자료 계약 검수 전 수치화하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; model_spec.md §6,null,한국 KST를 무근거로 원문 재현 경계로 만들지 않음
PAR_HCI_DAILY_COVERAGE,hci_unresolved,일평균/최대/누적을 허용할 자료 간격과 완전성,null,unresolved,count_or_fraction_and_time,오프라인 HCI 원표 재현 또는 명시된 별도 mixed 후보,HC01,설계가정,근거표는 이 실행 세부값을 검수 완료한 구조로 제공하지 않는다. 정확한 원문/자료 계약 검수 전 수치화하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; model_spec.md §6,null,결측률/최소표본/시간 coverage 수치 미정
PAR_HCI_CLOUD_AGGREGATION,hci_unresolved,구름% 시간적 집계·공급 값 정의,null,unresolved,percent_with_time_window,오프라인 HCI 원표 재현 또는 명시된 별도 mixed 후보,HC01,설계가정,근거표는 이 실행 세부값을 검수 완료한 구조로 제공하지 않는다. 정확한 원문/자료 계약 검수 전 수치화하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; model_spec.md §6,null,KMA SKY범주 상한을 구름 관측%로 대체하지 않음
PAR_HCI_DISPLAY_TRANSFORM,hci_unresolved,원지수 raw와 표시 clip/round/경계,null,unresolved,index_points,오프라인 HCI 원표 재현 또는 명시된 별도 mixed 후보,HC01,설계가정,근거표는 이 실행 세부값을 검수 완료한 구조로 제공하지 않는다. 정확한 원문/자료 계약 검수 전 수치화하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; model_spec.md §6,null,legacy Python round 또는0–100clip을 원문 직접 규칙으로 채택하지 않음
PAR_HCI_PARTIAL_DAY_MIXED,hci_unresolved,부분관측+남은예보의 별도 후보 집계 규칙,null,unresolved,time_window,오프라인 HCI 원표 재현 또는 명시된 별도 mixed 후보,HC01,설계가정,근거표는 이 실행 세부값을 검수 완료한 구조로 제공하지 않는다. 정확한 원문/자료 계약 검수 전 수치화하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,hci-beach-reproduction@0.1.0-experimental-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending,,evidence_matrix.csv HC01; model_spec.md §6,null,순수 원HCI 재현과 다른 모델 ID 필요; 사후확정일자료의 당시예보전환금지
PAR_POLICY_THUNDER_WAIT,official_policy_draft,낙뢰 후 야외활동 대기 운영안,"{""minimum_minutes_after_last_thunder"":30,""before_wait_complete"":""restriction_draft"",""after_wait_complete"":""reassess_all_required_checks""}",draft_operational_policy,min,마지막 천둥과 야외 노출 범위가 확인된 활동; 적용 현장 승인 필요,SW09,원문직접,한국 기상청 국민행동요령의 최소 대기시간을 한정 운영정책 초안으로 보존한다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,마지막 천둥 관측·지역 범위와 감지 완전성 미정;30분후 안전확률이나 한국 법적 재개허가가 아님.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,safety-support.0.1.0-draft;params.0.1.0-draft,G_SUPPORT:pending;G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,L-13,evidence_matrix.csv SW09,null,provider 낙뢰 감지 반경/발생시각을 천둥 청취시각과 자동 동일시하지 않음.
PAR_POLICY_HOT_TUB_TEMPERATURE,official_policy_draft,시설 hot tub/spa 물 상한 운영안,"{""operator"":"">"",""threshold_degC"":40,""source_parallel_F"":104,""candidate_effect"":""restricted""}",draft_operational_policy,degC,실제 시설 hot tub/spa로 확인한 onsen 하위범위,SW12,원문직접,CDC의104°F(40°C) 초과 금지 안내. 한국 모든 온천/해수수영의 법적 상한으로 확대하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,평균 측정창·오차·시설별 규정·개인조건 미확정;40°C 이하가 전체 안전/쾌적 보증 아님.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,safety-support.0.1.0-draft;params.0.1.0-draft,G_SUPPORT:pending;G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,L-18,evidence_matrix.csv SW12,null,>40 과 >=40 구분.104°F/40°C는 출처 병기값이며 자체 환산 아님.
PAR_POLICY_HOT_TUB_MIN_AGE,official_policy_draft,시설 hot tub/spa 아동 이용 제한 운영안,"{""operator"":""<"",""threshold_years"":5,""candidate_effect"":""restricted""}",draft_operational_policy,years,CDC hot tub/spa 지침 대상의 확인 가능한 연령범위,SW12,원문직접,5세 미만 이용 금지의 출처 범위를 보존한다. general/family 라벨로 나이를 추정하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 시설 규정·나이 입력/확인 계약 미정;일반 온천·수영의 보편 연령규칙 아님.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,safety-support.0.1.0-draft;params.0.1.0-draft,G_SUPPORT:pending;G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,evidence_matrix.csv SW12,null,5세 이상을 무조건 사용 가능으로 승인하지 않음.민감정보 공개GET입력 도입안 아님.
PAR_SWIM_SAFETY_REQUIRED_CHECKS,activity_safety_required_checks,swim: 필수 안전 확인목록의 최종 승인,null,unresolved,approved_check_ids,swim × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,SW01;SW02;SW03;SW04;SW05;SW06;SW07;SW11;HC06;HC09,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_SUPPORT:pending;G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,model_spec.md §5; validation_plan.md §5–7,null,model_spec.md §5 목록은 후보.시설/구역/계절/노출별 적용성과 필수자료 확보 검토 전 null.빈목록허용아님
PAR_SWIM_DATA_MAX_AGE,activity_data_max_age,swim: 입력별 허용 관측나이·예보 발표 신선도,null,unresolved,s_by_metric_and_time_role,swim × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,SW01;SW02;SW03;SW04;SW05;SW06;SW07;SW11;HC06;HC09,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_OPERATIONS:pending,,model_spec.md §5; validation_plan.md §5–7,null,관측 age와 예보 issue freshness 별도.legacyTTL/worker반복주기를 기본허용나이로 복사하지 않음
PAR_SWIM_SPATIAL_TOLERANCE,activity_spatial_tolerance,swim: 입력/관측소→활동 구역의 공간 대표성 허용,null,unresolved,m_or_explicit_polygon_and_vertical_reference,swim × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,SW01;SW02;SW03;SW04;SW05;SW06;SW07;SW11;HC06;HC09,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_SUPPORT:pending;G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending,,model_spec.md §5; validation_plan.md §5–7,null,미정 수치반경을0/가장가까운관측소로 대체하지 않음.수심/방향/기준면 등 별도
